iter	SMAPE	RMSE
998	24.31432394	41076.29291
999	24.30991838	41058.78105
1000	24.30235288	41048.22182
1001	24.29920028	41036.02796
1002	24.29565415	41015.66191
1003	24.29035945	41000.4269
1004	24.28668754	40981.76983
1005	24.28204773	40974.47913
1006	24.27903037	40961.4036
1007	24.27688682	40947.14763
1008	24.27623847	40942.66823
1009	24.27017626	40925.7481
1010	24.26869153	40916.03705
1011	24.26423455	40902.78345
1012	24.25643432	40888.45676
1013	24.25482089	40882.75888
1014	24.25247398	40873.73372
1015	24.25220067	40864.71992
1016	24.25074731	40854.86285
1017	24.25012324	40842.75599
1018	24.24313787	40830.66697
1019	24.24047478	40824.34846
1020	24.23611981	40810.30574
1021	24.23021959	40787.07812
1022	24.22398206	40773.18045
1023	24.22153464	40762.00136
1024	24.2170353	40751.74634
1025	24.20971761	40739.4466
1026	24.20645001	40730.20833
1027	24.20370095	40719.34057
1028	24.19869727	40704.56414
1029	24.19599186	40692.74558
1030	24.19440102	40686.52326
1031	24.19360512	40675.56505
1032	24.18950916	40660.76979
1033	24.18574814	40643.59287
1034	24.18339887	40631.21468
1035	24.18101864	40616.25977
1036	24.17738996	40604.1151
1037	24.17437895	40593.13325
1038	24.16832923	40582.76838
1039	24.16448297	40570.78958
1040	24.16342602	40563.11448
1041	24.15804259	40553.65714
1042	24.15544079	40547.54923
1043	24.15462174	40541.7942
1044	24.15244412	40534.96407
1045	24.14954939	40523.6881
1046	24.1451674	40511.99693
1047	24.14282364	40496.37568
1048	24.13734435	40481.67945
1049	24.1356675	40471.98261
1050	24.13184604	40458.982
1051	24.12733067	40447.2841
1052	24.1250477	40433.68698
1053	24.12131079	40420.23004
1054	24.12111313	40413.69908
1055	24.11678773	40402.37841
1056	24.11583837	40392.50264
1057	24.10974294	40377.85694
1058	24.0960165	40362.40726
1059	24.09180578	40351.97573
1060	24.08735928	40330.92817
1061	24.08375531	40321.68269
1062	24.07782832	40309.84374
1063	24.07464484	40297.44908
1064	24.07001383	40284.78358
1065	24.06549422	40271.6906
1066	24.06525003	40258.44746
1067	24.06097304	40245.87097
1068	24.06078807	40243.046
1069	24.05576515	40231.44743
1070	24.05548594	40230.09975
1071	24.05117728	40221.91445
1072	24.04576465	40208.22961
1073	24.04346055	40200.80008
1074	24.0416736	40190.67728
1075	24.03936801	40172.39962
1076	24.0338953	40159.02647
1077	24.03043795	40142.17804
1078	24.02881427	40136.38811
1079	24.02736317	40125.81425
1080	24.02731628	40123.87772
1081	24.02114453	40105.01201
1082	24.01606795	40090.42867
1083	24.01126958	40082.33677
1084	24.00993413	40073.52657
1085	24.00846382	40062.63688
1086	24.00536857	40050.54059
1087	23.99785012	40038.64987
1088	23.99021844	40025.92724
1089	23.98862598	40020.20136
1090	23.98763339	40014.94083
1091	23.97813282	39999.29459
1092	23.97558761	39987.7815
1093	23.97455139	39980.01696
1094	23.97222496	39970.64448
1095	23.97192982	39966.68584
1096	23.97072381	39949.51543
1097	23.96685226	39939.95283
1098	23.96597516	39936.81525
1099	23.96218619	39926.53818
1100	23.9567731	39910.24441
1101	23.95197844	39898.22137
1102	23.95072851	39890.80024
1103	23.95042184	39882.74892
1104	23.94571061	39869.08414
1105	23.94016184	39859.57485
1106	23.93430587	39851.75367
1107	23.92885903	39834.21224
1108	23.92318597	39821.62212
1109	23.92131066	39805.93316
1110	23.9147886	39795.10032
1111	23.90833769	39779.30256
1112	23.90467591	39770.23963
1113	23.89795487	39753.69835
1114	23.89299613	39738.04264
1115	23.88604868	39720.48962
1116	23.88559133	39716.92816
1117	23.88252847	39703.08205
1118	23.87990145	39695.29877
1119	23.87552427	39683.15828
1120	23.87314808	39677.853
1121	23.86964092	39669.63935
1122	23.86421878	39657.71155
1123	23.86166212	39649.30643
1124	23.85933567	39643.40208
1125	23.85675831	39633.22763
1126	23.8525054	39618.86033
1127	23.85171204	39614.87923
1128	23.84851746	39604.95592
1129	23.84224173	39589.01989
1130	23.838039	39577.21654
1131	23.83544132	39563.07836
1132	23.829618	39547.49542
1133	23.82775073	39539.18183
1134	23.82551904	39528.2883
1135	23.82295369	39517.83255
1136	23.82048693	39508.19648
1137	23.81837119	39492.60075
1138	23.8158239	39480.02269
1139	23.81133486	39470.6065
1140	23.8070625	39460.09815
1141	23.80138178	39445.96564
1142	23.80039366	39435.21102
1143	23.79808725	39425.42135
1144	23.79553575	39415.53202
1145	23.79490818	39412.33301
1146	23.79208465	39405.43989
1147	23.78793729	39390.01575
1148	23.78364962	39383.1571
1149	23.77661225	39372.4874
1150	23.77502461	39369.51578
1151	23.77226729	39361.4572
1152	23.76872035	39350.98293
1153	23.76438125	39335.21591
1154	23.76262952	39328.06694
1155	23.76243297	39321.78097
1156	23.7576597	39308.02583
1157	23.75662723	39298.23795
1158	23.74793718	39280.43523
1159	23.74209552	39268.87915
1160	23.73870714	39260.28897
1161	23.73610602	39246.83179
1162	23.7327229	39241.2118
1163	23.73144253	39232.14129
1164	23.7300545	39222.04945
1165	23.72718741	39213.99625
1166	23.72620881	39207.42157
1167	23.72370441	39195.58244
1168	23.72289001	39191.87942
1169	23.71876804	39181.57029
1170	23.71455645	39166.24988
1171	23.70973117	39157.09171
1172	23.70642341	39148.13777
1173	23.70285689	39141.12421
1174	23.69862553	39127.63843
1175	23.69687598	39122.55634
1176	23.69244661	39113.37769
1177	23.68891215	39103.06325
1178	23.68563525	39093.48038
1179	23.683889	39088.1166
1180	23.68048962	39075.34422
1181	23.67541002	39065.3364
1182	23.66824428	39048.77617
1183	23.66585681	39034.90272
1184	23.66464303	39016.6014
1185	23.66163449	39009.99092
1186	23.65865929	38998.56092
1187	23.65440498	38986.44799
1188	23.65233047	38977.80356
1189	23.6483765	38967.06511
1190	23.64689521	38961.77658
1191	23.63769292	38946.56445
1192	23.63630936	38935.37161
1193	23.63508866	38925.33412
1194	23.63498876	38923.63209
1195	23.63203601	38908.69097
1196	23.62537271	38897.51396
1197	23.621803	38887.64712
1198	23.62003962	38875.99037
1199	23.61575411	38864.27041
1200	23.60874933	38851.21824
1201	23.60491361	38840.35937
1202	23.59707563	38833.50105
1203	23.59372115	38823.52648
1204	23.590847	38813.95795
1205	23.58846265	38804.98153
1206	23.58658283	38798.93317
1207	23.58544669	38793.17029
1208	23.58293077	38785.68192
1209	23.57810338	38772.3375
1210	23.57523269	38766.23659
1211	23.56949022	38753.43097
1212	23.56619738	38746.16084
1213	23.56468948	38737.24762
1214	23.56217616	38730.31749
1215	23.55637049	38716.55323
1216	23.55404681	38711.09995
1217	23.55034489	38702.15667
1218	23.54761576	38692.51906
1219	23.54591793	38684.99672
1220	23.54069879	38670.50463
1221	23.53739705	38660.91869
1222	23.53378442	38653.60585
1223	23.53003471	38638.61542
1224	23.52636146	38630.45123
1225	23.5252251	38623.57354
1226	23.50671766	38609.06192
1227	23.50137649	38600.04844
1228	23.49858293	38587.56777
1229	23.48488143	38576.19426
1230	23.47310254	38561.66896
1231	23.46962249	38552.75621
1232	23.46726503	38543.54944
1233	23.46554154	38538.01593
1234	23.46299637	38529.90395
1235	23.45853801	38523.62785
1236	23.4559031	38511.62945
1237	23.45509861	38505.11822
1238	23.4548793	38495.84684
1239	23.44916179	38487.02059
1240	23.44508447	38479.41415
1241	23.44235972	38469.95654
1242	23.4387392	38461.56908
1243	23.43606298	38450.74452
1244	23.43104493	38434.9114
1245	23.42903568	38427.86114
1246	23.42863937	38420.17758
1247	23.42410665	38412.51668
1248	23.4205237	38402.23465
1249	23.41937036	38399.32218
1250	23.4154536	38387.34969
1251	23.41346929	38380.79622
1252	23.40886709	38368.88977
1253	23.40289824	38356.78204
1254	23.40060491	38348.05723
1255	23.40023929	38341.4561
1256	23.39719944	38329.57694
1257	23.39581181	38321.21725
1258	23.39113359	38310.35485
1259	23.38304184	38296.03003
1260	23.37136331	38278.01565
1261	23.36953041	38274.86137
1262	23.36814055	38263.23949
1263	23.3645852	38256.11308
1264	23.36380412	38248.49559
1265	23.35919829	38234.43424
1266	23.35552678	38225.92996
1267	23.35358049	38219.88707
1268	23.3500604	38207.81001
1269	23.34714141	38196.66563
1270	23.34435103	38191.69494
1271	23.34080616	38179.98175
1272	23.33556822	38167.93714
1273	23.33200461	38155.38592
1274	23.32936352	38148.58622
1275	23.32631166	38138.71408
1276	23.3207536	38127.42617
1277	23.31588669	38117.03866
1278	23.31092302	38103.66314
1279	23.30937253	38097.30427
1280	23.30624095	38090.09845
1281	23.30351489	38083.05626
1282	23.29969876	38073.34206
1283	23.2974315	38062.46005
1284	23.29298881	38048.99473
1285	23.2908766	38041.01891
1286	23.288352	38035.7088
1287	23.28434596	38027.52337
1288	23.28101796	38021.00144
1289	23.27546521	38014.06564
1290	23.27241697	37998.60233
1291	23.26647352	37987.28303
1292	23.26278706	37979.24491
1293	23.26131767	37965.67932
1294	23.25458021	37953.1356
1295	23.25215248	37946.5268
1296	23.24724269	37933.1712
1297	23.24593206	37928.7663
1298	23.24155593	37917.6404
1299	23.24046304	37911.30008
1300	23.23813647	37905.57062
1301	23.23345902	37895.08053
1302	23.22840803	37881.2703
1303	23.22685858	37874.5226
1304	23.22372217	37857.83157
1305	23.22176701	37850.54064
1306	23.21812413	37835.18264
1307	23.21476155	37825.62077
1308	23.21009653	37815.31676
1309	23.20700564	37802.71533
1310	23.20401298	37794.05232
1311	23.20011499	37784.34764
1312	23.19760071	37777.461
1313	23.19446461	37766.23988
1314	23.18742517	37756.24909
1315	23.18337034	37747.64421
1316	23.17862265	37739.17325
1317	23.17619576	37729.19339
1318	23.17478821	37723.11056
1319	23.17051532	37713.45264
1320	23.17005956	37710.9201
1321	23.16732974	37702.54565
1322	23.16360876	37692.84689
1323	23.1577833	37679.56534
1324	23.1563141	37676.07469
1325	23.15425079	37669.53487
1326	23.14964706	37645.61973
1327	23.14627423	37635.66478
1328	23.14081026	37622.00577
1329	23.13880958	37606.08183
1330	23.13605612	37595.35498
1331	23.13192222	37581.28817
1332	23.12939827	37575.04853
1333	23.12709249	37565.85369
1334	23.12024168	37555.1441
1335	23.11610564	37543.24156
1336	23.11335517	37533.35499
1337	23.11056715	37518.32672
1338	23.10830458	37514.71903
1339	23.10797032	37512.28545
1340	23.10398526	37503.50192
1341	23.1011858	37496.90595
1342	23.09249042	37485.84863
1343	23.08211026	37468.75424
1344	23.07918543	37463.91102
1345	23.07731118	37460.33258
1346	23.07173808	37448.35287
1347	23.06739085	37436.4747
1348	23.06153841	37420.005
1349	23.05174122	37406.34218
1350	23.04897098	37398.07907
1351	23.04495827	37385.21633
1352	23.04247797	37380.74888
1353	23.03816151	37368.58035
1354	23.03691243	37362.0093
1355	23.03224167	37354.29059
1356	23.02989648	37345.9164
1357	23.02763378	37337.00466
1358	23.02601819	37332.11393
1359	23.02313495	37322.07788
1360	23.01848753	37312.15882
1361	23.01564344	37303.59954
1362	23.01108669	37293.34201
1363	23.00660084	37277.72002
1364	23.00139165	37266.97979
1365	22.99900501	37257.82253
1366	22.99705414	37249.35138
1367	22.99307545	37238.0614
1368	22.98976039	37228.7022
1369	22.98444375	37214.32524
1370	22.98028488	37206.20297
1371	22.97240427	37196.94175
1372	22.96929049	37189.44394
1373	22.96690305	37180.13215
1374	22.96281127	37168.19058
1375	22.9598198	37159.61771
1376	22.95800529	37147.64959
1377	22.95577861	37139.28856
1378	22.95166588	37130.18874
1379	22.94470238	37120.62813
1380	22.94215104	37111.73635
1381	22.94024675	37103.32073
1382	22.93694948	37095.25553
1383	22.93608755	37090.58434
1384	22.93183038	37076.20805
1385	22.92815784	37068.44134
1386	22.92489653	37061.28334
1387	22.92357784	37054.44812
1388	22.92105537	37042.66844
1389	22.91866284	37033.57706
1390	22.9160252	37024.38397
1391	22.91323085	37018.21364
1392	22.91047594	37003.51369
1393	22.90733386	36993.99202
1394	22.90556833	36984.02798
1395	22.90353056	36974.98051
1396	22.90054816	36967.39477
1397	22.89850935	36958.15908
1398	22.89537568	36948.09119
1399	22.894303	36935.78122
1400	22.89252044	36929.33795
1401	22.89081712	36920.55706
1402	22.8863589	36909.40152
1403	22.88328672	36898.58837
1404	22.88028482	36885.85217
1405	22.87809432	36878.93296
1406	22.87368607	36866.9838
1407	22.86481613	36854.27995
1408	22.8631426	36845.93175
1409	22.86110357	36837.44257
1410	22.85908051	36827.03836
1411	22.85666649	36818.2731
1412	22.85378006	36809.70028
1413	22.85210873	36804.07307
1414	22.84974953	36799.35201
1415	22.84664893	36791.12509
1416	22.84392514	36781.43187
1417	22.8407457	36769.64793
1418	22.83858584	36758.44351
1419	22.83741557	36749.88532
1420	22.83444545	36746.06276
1421	22.83133686	36733.67976
1422	22.82904319	36728.68587
1423	22.82471709	36718.73753
1424	22.82173798	36708.44303
1425	22.81940786	36704.22449
1426	22.81240157	36694.36524
1427	22.80862979	36686.52534
1428	22.79991851	36677.36478
1429	22.7969625	36668.22115
1430	22.79237741	36657.53648
1431	22.78911212	36651.06799
1432	22.78714192	36643.80278
1433	22.7850816	36635.10668
1434	22.78117665	36617.37654
1435	22.77953985	36609.10876
1436	22.77595397	36601.41896
1437	22.77280688	36593.14396
1438	22.76764272	36584.33425
1439	22.76369549	36575.73366
1440	22.76121511	36567.96679
1441	22.75903628	36554.17891
1442	22.75694227	36549.38919
1443	22.75449953	36532.47099
1444	22.75079066	36520.48466
1445	22.74956956	36511.91154
1446	22.7454225	36506.18794
1447	22.73947319	36499.33615
1448	22.73582412	36492.28361
1449	22.73019911	36481.47804
1450	22.72674305	36470.9934
1451	22.72078152	36457.40264
1452	22.71755567	36449.25897
1453	22.71466973	36438.59274
1454	22.71219418	36431.7023
1455	22.71027115	36421.07147
1456	22.70925299	36417.52688
1457	22.70722597	36414.23049
1458	22.7055344	36405.70901
1459	22.7028019	36396.67636
1460	22.70020586	36388.42826
1461	22.69783378	36375.74326
1462	22.69285292	36365.7755
1463	22.68763997	36355.52996
1464	22.68350176	36345.95148
1465	22.6795268	36335.40403
1466	22.67668638	36326.36541
1467	22.67300094	36316.32851
1468	22.67070043	36313.88177
1469	22.66752247	36303.62284
1470	22.66500783	36298.43928
1471	22.66324167	36291.47134
1472	22.66003791	36277.69698
1473	22.65645459	36265.86937
1474	22.65388306	36261.40035
1475	22.65039054	36251.84116
1476	22.64343254	36237.06019
1477	22.63898063	36230.01711
1478	22.63243599	36214.05584
1479	22.63114999	36209.79898
1480	22.62912592	36203.63358
1481	22.62783511	36200.10475
1482	22.62350511	36191.29845
1483	22.62241246	36182.39684
1484	22.62016629	36174.28665
1485	22.61671391	36162.5347
1486	22.61447038	36156.16657
1487	22.61075014	36150.78109
1488	22.60892841	36141.78084
1489	22.60423206	36132.51413
1490	22.6003391	36124.43502
1491	22.59622925	36113.20819
1492	22.59243196	36095.27675
1493	22.58898549	36086.97819
1494	22.58700691	36080.6431
1495	22.58401208	36073.59896
1496	22.58153855	36061.87372
1497	22.57997973	36054.70807
1498	22.5776071	36050.64117
1499	22.57540258	36044.72665
1500	22.56901014	36034.08023
1501	22.56608015	36027.9814
1502	22.5645654	36020.50013
1503	22.55725937	36010.88024
1504	22.5550957	36001.17971
1505	22.55451834	35992.0809
1506	22.55081668	35981.97969
1507	22.54496458	35971.18519
1508	22.54330967	35964.4362
1509	22.53929976	35955.4107
1510	22.53685152	35947.28149
1511	22.53551645	35940.24641
1512	22.53306554	35932.73764
1513	22.5293459	35925.16493
1514	22.52798627	35921.45743
1515	22.52455644	35910.05723
1516	22.52253203	35905.03144
1517	22.52044863	35898.54235
1518	22.51591391	35890.46699
1519	22.51345752	35882.77069
1520	22.51231459	35875.10663
1521	22.50885557	35863.73935
1522	22.50635447	35856.85729
1523	22.50226594	35848.16358
1524	22.49734085	35840.46405
1525	22.4936388	35830.76642
1526	22.49113095	35824.94988
1527	22.48943774	35820.01237
1528	22.48494867	35810.73095
1529	22.48170194	35801.95161
1530	22.47893079	35797.29776
1531	22.47550318	35788.07754
1532	22.47310698	35780.90854
1533	22.47183721	35774.99924
1534	22.47096182	35771.05238
1535	22.46792604	35763.30162
1536	22.46645801	35755.57773
1537	22.45716284	35748.39429
1538	22.45406187	35740.13845
1539	22.45034946	35730.25116
1540	22.44683917	35722.22963
1541	22.44502999	35716.55464
1542	22.43969256	35712.36389
1543	22.43496154	35704.29967
1544	22.4285152	35695.92148
1545	22.42415857	35687.39042
1546	22.42094435	35674.63563
1547	22.42027676	35668.28269
1548	22.41872828	35660.75769
1549	22.41645914	35653.22477
1550	22.41125175	35646.46174
1551	22.40906143	35640.65507
1552	22.40478253	35630.01262
1553	22.40307855	35618.93496
1554	22.39970164	35610.26926
1555	22.39791147	35599.56971
1556	22.39580714	35594.29961
1557	22.38985492	35582.2681
1558	22.38789816	35574.6683
1559	22.38367751	35563.76858
1560	22.37957493	35556.32477
1561	22.37841007	35548.34345
1562	22.37496207	35541.25882
1563	22.37251857	35532.49471
1564	22.36968911	35521.75944
1565	22.3637621	35512.25126
1566	22.36104583	35498.60045
1567	22.35793881	35492.30466
1568	22.35524046	35483.13351
1569	22.35327198	35476.67077
1570	22.34684155	35465.80755
1571	22.34094379	35454.59397
1572	22.33653781	35443.30174
1573	22.3341256	35435.9632
1574	22.33124952	35429.15919
1575	22.32864794	35425.603
1576	22.32517849	35415.94192
1577	22.32357964	35408.9181
1578	22.32014474	35399.26423
1579	22.31749648	35388.12975
1580	22.31472026	35378.84626
1581	22.3106168	35370.58979
1582	22.30906606	35362.00229
1583	22.30591486	35354.25176
1584	22.30270567	35346.55133
1585	22.30041398	35335.53165
1586	22.29862837	35329.06265
1587	22.29546531	35319.94019
1588	22.29215796	35312.83856
1589	22.28585937	35299.37895
1590	22.28368249	35290.44128
1591	22.27981365	35281.41533
1592	22.27531072	35270.56696
1593	22.27112764	35262.08092
1594	22.26542454	35251.55973
1595	22.26238456	35246.72908
1596	22.2544504	35236.84639
1597	22.25045975	35225.97004
1598	22.24684688	35217.05023
1599	22.24410439	35206.80677
1600	22.2401901	35197.3552
1601	22.23696121	35191.90835
1602	22.23384648	35183.7432
1603	22.23091117	35175.87386
1604	22.22972424	35168.40772
1605	22.22417021	35157.22086
1606	22.21971156	35144.9882
1607	22.21735917	35138.8457
1608	22.21260547	35129.59417
1609	22.20883012	35119.06157
1610	22.20500251	35108.13431
1611	22.2026771	35102.23383
1612	22.20181134	35098.91303
1613	22.2008861	35095.49158
1614	22.19764707	35087.82022
1615	22.19345603	35079.8338
1616	22.18937052	35069.89011
1617	22.18738795	35059.80188
1618	22.18468428	35050.40446
1619	22.18134719	35042.8629
1620	22.17638382	35033.09913
1621	22.17245423	35025.40518
1622	22.16959057	35017.95608
1623	22.16862906	35011.64715
1624	22.16499338	35001.25811
1625	22.1608393	34993.15937
1626	22.14768504	34980.03954
1627	22.14415462	34972.01625
1628	22.14169502	34964.6924
1629	22.13744822	34956.36261
1630	22.13570797	34947.23498
1631	22.13152725	34936.24301
1632	22.1292542	34930.85621
1633	22.12519354	34921.99194
1634	22.12168613	34914.56824
1635	22.11790444	34906.55017
1636	22.11305819	34897.32261
1637	22.10826841	34888.65272
1638	22.10442241	34877.27177
1639	22.10202905	34871.82921
1640	22.09645984	34864.13815
1641	22.09279302	34850.44918
1642	22.09106263	34845.81883
1643	22.08741697	34840.54432
1644	22.08543207	34832.36458
1645	22.08278257	34822.90862
1646	22.08163253	34813.30162
1647	22.08005927	34808.1892
1648	22.07220243	34802.04469
1649	22.06874248	34794.5654
1650	22.06590501	34786.05287
1651	22.06455254	34779.86002
1652	22.06067663	34773.1691
1653	22.05885279	34764.7847
1654	22.05659244	34758.13803
1655	22.05289815	34746.8997
1656	22.05040487	34740.46756
1657	22.04663482	34729.5344
1658	22.04426354	34717.28453
1659	22.03797319	34704.47982
1660	22.0356806	34698.27498
1661	22.03230833	34689.09955
1662	22.02333876	34681.00412
1663	22.02108954	34675.35528
1664	22.01662409	34668.54681
1665	22.01363379	34660.16222
1666	22.01157769	34649.75471
1667	22.01015195	34640.98458
1668	22.00599711	34629.12533
1669	22.00408507	34623.5451
1670	22.00229002	34618.71961
1671	21.99879495	34611.92499
1672	21.99711438	34606.2205
1673	21.99304162	34597.55848
1674	21.99139657	34590.09086
1675	21.9869725	34581.87165
1676	21.98542374	34575.0352
1677	21.98227119	34564.56141
1678	21.97742874	34552.85498
1679	21.97562604	34547.55578
1680	21.97466155	34543.47166
1681	21.97063489	34534.6457
1682	21.96561221	34525.03852
1683	21.95883859	34516.13992
1684	21.95398345	34507.3017
1685	21.95077616	34498.84373
1686	21.94760177	34492.29531
1687	21.94646606	34485.93921
1688	21.94376743	34479.65801
1689	21.93571621	34471.72267
1690	21.93228021	34465.16519
1691	21.9285366	34452.95438
1692	21.92484303	34443.92289
1693	21.92220181	34437.21732
1694	21.92076469	34428.10264
1695	21.91671738	34417.36995
1696	21.91349835	34412.85589
1697	21.90803246	34401.65957
1698	21.90641536	34397.46927
1699	21.90387764	34389.7024
1700	21.89282035	34382.54192
1701	21.88859509	34372.60635
1702	21.88435929	34364.63512
1703	21.88087745	34356.86097
1704	21.87841251	34350.12682
1705	21.87621815	34343.56404
1706	21.87327172	34337.21322
1707	21.8709047	34330.42158
1708	21.86767953	34323.35339
1709	21.86353182	34316.85029
1710	21.86201772	34310.32645
1711	21.8602931	34303.49825
1712	21.85818075	34296.64937
1713	21.85468356	34289.44274
1714	21.85094335	34281.24535
1715	21.8482605	34273.14392
1716	21.84433203	34265.98605
1717	21.84029795	34253.90411
1718	21.83265944	34243.11541
1719	21.82804831	34233.77543
1720	21.82404665	34222.12214
1721	21.82405998	34216.57764
1722	21.81921031	34211.87506
1723	21.81748644	34205.34251
1724	21.81512537	34194.96208
1725	21.81244163	34187.90006
1726	21.80775856	34178.11501
1727	21.80540927	34169.89459
1728	21.80322024	34164.77173
1729	21.80057167	34157.14608
1730	21.79497558	34147.88289
1731	21.79405956	34143.46742
1732	21.79372928	34141.35992
1733	21.79018576	34130.57387
1734	21.78505813	34119.59359
1735	21.77904245	34111.31887
1736	21.77795779	34102.23968
1737	21.77111609	34095.3161
1738	21.77040959	34089.92085
1739	21.76728975	34078.90252
1740	21.76579429	34071.35127
1741	21.76266318	34064.54014
1742	21.76065245	34060.02574
1743	21.7599331	34053.50174
1744	21.75727839	34047.00625
1745	21.75484077	34040.01113
1746	21.75029747	34032.9747
1747	21.74973551	34027.66225
1748	21.74414913	34020.70446
1749	21.7427113	34017.01595
1750	21.73912837	34009.62725
1751	21.73426463	34003.60236
1752	21.73362466	33995.07109
1753	21.73183595	33985.03306
1754	21.72871833	33976.83516
1755	21.72382405	33967.9519
1756	21.72097429	33957.4963
1757	21.71668625	33949.65068
1758	21.71056952	33939.47912
1759	21.70981318	33938.2493
1760	21.70792497	33928.3447
1761	21.70403469	33919.23596
1762	21.7016448	33915.7291
1763	21.70019766	33911.78333
1764	21.69564995	33902.88907
1765	21.69124621	33893.87673
1766	21.69061075	33889.50671
1767	21.68641031	33882.80138
1768	21.68524118	33876.68755
1769	21.67817397	33866.80016
1770	21.67638761	33855.76995
1771	21.67521247	33846.2697
1772	21.67224769	33841.6181
1773	21.6677073	33835.37059
1774	21.66270527	33827.07574
1775	21.65804409	33819.67367
1776	21.65428701	33812.08367
1777	21.64802871	33802.73059
1778	21.64504457	33796.92082
1779	21.64065133	33788.05053
1780	21.63821733	33782.09258
1781	21.63592252	33773.10835
1782	21.63365426	33765.38609
1783	21.63205356	33762.06157
1784	21.6289966	33753.41591
1785	21.62130582	33744.9663
1786	21.61858809	33736.51504
1787	21.61430865	33729.38571
1788	21.61318078	33723.11273
1789	21.60775678	33712.24655
1790	21.60557662	33699.06875
1791	21.60153132	33693.85826
1792	21.59836668	33684.54162
1793	21.59638888	33678.03326
1794	21.59345686	33670.60684
1795	21.59165736	33667.10856
1796	21.59064602	33660.40406
1797	21.58860397	33655.53419
1798	21.58607648	33646.58546
1799	21.58475777	33639.39208
1800	21.58186432	33632.5095
1801	21.57858721	33624.02164
1802	21.57699058	33616.52327
1803	21.57488855	33612.29533
1804	21.57232367	33605.29667
1805	21.56584567	33594.17385
1806	21.56521723	33587.83428
1807	21.56170171	33579.60281
1808	21.5584105	33571.73556
1809	21.55681343	33563.46915
1810	21.55452817	33549.43481
1811	21.55043139	33545.22457
1812	21.54770401	33540.17325
1813	21.54321574	33533.82999
1814	21.5408737	33529.03468
1815	21.54039096	33523.48099
1816	21.5376555	33514.08914
1817	21.53722529	33510.86416
1818	21.53421179	33504.84937
1819	21.53147931	33499.02134
1820	21.52994137	33491.25208
1821	21.5281935	33480.69361
1822	21.52591812	33473.53245
1823	21.52540232	33468.06869
1824	21.51981166	33460.01939
1825	21.51806255	33453.17285
1826	21.51561533	33445.74421
1827	21.5123708	33437.1716
1828	21.50893378	33428.4337
1829	21.5062186	33420.62563
1830	21.50373738	33413.29084
1831	21.50216787	33406.66997
1832	21.50016019	33403.39352
1833	21.49597716	33396.77158
1834	21.49050146	33391.33073
1835	21.48640947	33384.49969
1836	21.48451616	33373.69712
1837	21.4778194	33363.31112
1838	21.47606559	33358.33742
1839	21.47012826	33347.52893
1840	21.46655771	33333.1211
1841	21.46081696	33326.95619
1842	21.45846361	33323.03632
1843	21.45405422	33314.40233
1844	21.45203385	33306.55815
1845	21.45008786	33300.88035
1846	21.44691771	33295.54675
1847	21.44394912	33283.98183
1848	21.43792276	33276.38542
1849	21.4341277	33265.71251
1850	21.43183111	33259.05144
1851	21.42941008	33250.4384
1852	21.42639594	33242.64999
1853	21.42227919	33236.16874
1854	21.41865819	33226.01085
1855	21.41573544	33219.87855
1856	21.41019738	33213.13215
1857	21.40644944	33204.82206
1858	21.40437647	33194.5989
1859	21.40284014	33185.83067
1860	21.40006153	33179.69251
1861	21.3963795	33168.16541
1862	21.39523828	33160.77839
1863	21.3894516	33149.89339
1864	21.38494984	33142.9474
1865	21.38139532	33132.60448
1866	21.37967824	33128.49032
1867	21.37626425	33121.32157
1868	21.37112733	33111.08164
1869	21.370443	33107.61197
1870	21.36809507	33103.98994
1871	21.36701036	33098.08005
1872	21.36388258	33090.69931
1873	21.3620878	33086.59699
1874	21.36125084	33078.60768
1875	21.36123157	33073.30029
1876	21.35901986	33066.77739
1877	21.35846986	33058.81087
1878	21.35751752	33053.07893
1879	21.35227949	33043.9894
1880	21.35114839	33036.27782
1881	21.34734806	33030.23008
1882	21.3420039	33021.46655
1883	21.33860732	33011.63346
1884	21.33506316	33006.28615
1885	21.33429696	32999.37828
1886	21.32957579	32987.28052
1887	21.3271077	32980.14215
1888	21.32439777	32970.47017
1889	21.32176145	32963.42564
1890	21.31665825	32956.12405
1891	21.31341576	32950.45185
1892	21.30772822	32941.16086
1893	21.3033968	32933.99232
1894	21.2979202	32928.76807
1895	21.29429572	32923.48687
1896	21.29078706	32918.24476
1897	21.28710509	32906.58179
1898	21.28725414	32899.21712
1899	21.28701611	32892.63111
1900	21.28154366	32886.63903
1901	21.27754479	32879.3965
1902	21.27554033	32874.13812
1903	21.26954091	32864.27215
1904	21.26885846	32858.68564
1905	21.26521785	32851.97069
1906	21.26099759	32846.01774
1907	21.25794321	32840.30802
1908	21.25468672	32833.28277
1909	21.25433649	32824.7953
1910	21.24849795	32817.23796
1911	21.24446172	32808.5397
1912	21.24095474	32803.49287
1913	21.23778941	32798.01396
1914	21.23668264	32795.05924
1915	21.23394246	32789.59366
1916	21.2307689	32781.94226
1917	21.22984792	32776.51623
1918	21.22704051	32769.81862
1919	21.22528327	32762.28295
1920	21.22127529	32754.89939
1921	21.21741415	32747.94308
1922	21.21614948	32742.82528
1923	21.21471374	32739.06777
1924	21.21365437	32731.68217
1925	21.21091687	32726.36998
1926	21.21013128	32721.20849
1927	21.20498693	32712.11568
1928	21.20217098	32705.34705
1929	21.20042724	32699.94054
1930	21.19862356	32696.27679
