iter	SMAPE	RMSE
237	29.30339938	58310.18643
238	29.29962192	58255.44619
239	29.29422884	58233.69115
240	29.28502801	58192.15845
241	29.26877105	58141.23085
242	29.20775013	58076.91496
243	29.20256825	57989.85183
244	29.19014051	57940.2474
245	29.17539551	57894.83169
246	29.1626165	57860.33671
247	29.16222385	57847.80709
248	29.1430828	57770.25148
249	29.13440146	57720.05179
250	29.12954506	57667.02116
251	29.05661866	57618.04471
252	29.03932041	57559.23495
253	29.0158143	57507.8648
254	29.01137757	57480.51758
255	29.00940596	57458.36882
256	29.00148027	57391.56003
257	28.99184264	57347.1553
258	28.99134689	57326.4276
259	28.98995861	57274.36228
260	28.98491303	57229.05488
261	28.98260889	57179.51205
262	28.97321009	57136.61369
263	28.97310276	57119.7294
264	28.9686316	57092.3872
265	28.9670893	57055.91042
266	28.9244507	56998.50982
267	28.92079021	56970.90315
268	28.9180006	56940.54145
269	28.90542736	56903.9704
270	28.89990841	56863.73637
271	28.89516566	56811.54596
272	28.88450401	56760.60969
273	28.87379349	56709.38487
274	28.8593037	56662.02957
275	28.84565144	56617.79222
276	28.83692491	56577.91641
277	28.82899049	56517.86287
278	28.82818312	56507.27941
279	28.81414666	56450.38451
280	28.81437633	56439.69111
281	28.80620529	56399.92646
282	28.79897507	56343.43916
283	28.79240831	56315.51184
284	28.77758336	56242.65576
285	28.74145717	56185.0688
286	28.74210645	56176.58411
287	28.73621979	56134.49954
288	28.73038701	56109.18023
289	28.70533726	56059.2361
290	28.69503907	56013.25019
291	28.63590853	55958.2462
292	28.62152823	55913.99384
293	28.61764357	55876.00888
294	28.61385597	55839.18125
295	28.60584882	55777.99388
296	28.58996657	55741.55155
297	28.58733142	55716.62864
298	28.58520244	55673.45564
299	28.58375274	55643.60248
300	28.58015753	55585.81612
301	28.51277051	55531.7394
302	28.51556419	55523.44413
303	28.49429488	55463.99984
304	28.49399155	55447.29631
305	28.48749831	55397.15361
306	28.45019159	55320.69429
307	28.44246914	55302.34027
308	28.43846211	55287.28546
309	28.42940509	55246.57739
310	28.41564719	55204.2162
311	28.40920013	55162.0283
312	28.40758009	55148.51361
313	28.40477043	55116.97949
314	28.3960883	55076.64438
315	28.38997374	55052.55224
316	28.38656385	55024.24078
317	28.38367587	54984.02973
318	28.37653494	54920.95431
319	28.36201744	54885.51072
320	28.35425286	54835.80534
321	28.35499475	54821.51665
322	28.33086281	54747.63589
323	28.32244882	54724.70317
324	28.29902731	54681.20165
325	28.29695556	54659.70284
326	28.28253238	54607.38493
327	28.2824426	54601.01364
328	28.27101504	54530.60538
329	28.26149407	54485.95265
330	28.25360027	54468.54111
331	28.24815044	54424.25668
332	28.24304332	54360.66096
333	28.24491408	54346.4608
334	28.22407434	54301.86349
335	28.21154755	54257.5944
336	28.19493555	54210.1713
337	28.18544774	54168.23504
338	28.18246518	54150.77295
339	28.14711435	54105.72315
340	28.13560123	54073.6155
341	28.13512567	54055.59507
342	28.1338472	54047.8364
343	28.12575969	53992.72733
344	28.12314183	53973.48946
345	28.09563513	53937.93562
346	28.07534906	53893.45627
347	28.06584954	53825.05448
348	28.06428315	53805.34837
349	28.0579922	53740.95377
350	28.05422029	53690.85967
351	28.03634732	53649.67386
352	28.02939669	53621.21426
353	28.01392157	53584.38504
354	27.98750949	53543.5357
355	27.97895685	53515.75904
356	27.97710796	53505.00828
357	27.9717117	53466.42548
358	27.97207372	53446.09501
359	27.96972202	53427.29779
360	27.96101443	53401.20667
361	27.95759018	53385.47936
362	27.95773547	53376.86936
363	27.94537109	53304.14218
364	27.90863809	53253.1043
365	27.90347049	53224.27565
366	27.89268343	53178.91711
367	27.88423956	53146.04326
368	27.88297559	53138.86763
369	27.85254931	53098.51106
370	27.84716498	53057.62804
371	27.83500893	53031.00243
372	27.82770865	53005.18371
373	27.82205891	52974.2428
374	27.81630169	52953.27847
375	27.76746749	52911.4881
376	27.73825152	52868.67908
377	27.69876383	52827.67689
378	27.68645796	52757.28175
379	27.67134573	52721.71736
380	27.66928951	52695.12157
381	27.66935328	52680.2589
382	27.66890116	52671.25103
383	27.6558763	52628.63012
384	27.65631481	52616.80007
385	27.6556927	52588.85695
386	27.6529453	52571.04796
387	27.64742238	52522.94686
388	27.63582083	52474.63802
389	27.6286654	52407.98117
390	27.60328656	52370.26313
391	27.59463855	52332.60771
392	27.55667161	52296.33436
393	27.55748115	52289.68962
394	27.55503306	52272.2644
395	27.53684261	52216.39388
396	27.53557329	52197.46842
397	27.52909654	52153.65367
398	27.52906877	52132.10767
399	27.5216918	52082.08006
400	27.52142292	52068.28159
401	27.52057929	52052.97766
402	27.51212587	52033.94827
403	27.49853557	52009.71138
404	27.49735643	51992.50131
405	27.46123675	51956.37364
406	27.45843364	51935.83829
407	27.44865658	51915.22247
408	27.44684668	51883.60644
409	27.44063137	51844.45224
410	27.42809226	51804.31446
411	27.42423351	51755.90708
412	27.41202028	51732.93632
413	27.39852411	51697.50267
414	27.38400963	51675.55733
415	27.37616466	51642.81905
416	27.35988553	51603.85795
417	27.35760025	51574.45487
418	27.35771898	51567.37928
419	27.34871528	51514.7876
420	27.33028058	51477.39359
421	27.32554541	51420.60253
422	27.3146986	51366.3132
423	27.30863835	51338.27356
424	27.30868487	51325.44979
425	27.25447937	51291.5217
426	27.24472892	51267.69754
427	27.23753502	51239.95745
428	27.23136244	51182.54595
429	27.19547538	51154.9587
430	27.19517726	51149.79134
431	27.18803692	51088.45763
432	27.18288985	51064.75794
433	27.18396334	51020.51387
434	27.18138505	50999.12843
435	27.17051333	50945.47156
436	27.17180204	50913.20526
437	27.15962594	50887.1964
438	27.12074685	50856.58498
439	27.11917701	50816.69752
440	27.10520907	50783.85829
441	27.08982913	50744.73386
442	27.08148834	50715.49086
443	27.06721042	50667.80296
444	27.05800617	50641.0073
445	27.05304558	50618.41306
446	27.03860091	50583.64844
447	27.0373789	50567.23521
448	27.03667669	50555.9976
449	27.02821678	50502.38371
450	27.01920247	50474.65577
451	27.01077453	50447.35637
452	26.99648872	50417.79786
453	26.99570962	50407.86668
454	26.99297405	50397.7678
455	26.99167882	50390.37889
456	26.98790268	50375.60481
457	26.98105399	50356.53239
458	26.98098619	50336.23599
459	26.96217436	50306.0025
460	26.95871781	50273.08297
461	26.94527276	50236.80204
462	26.93557651	50206.86555
463	26.91710376	50170.70178
464	26.91100099	50140.70166
465	26.90369103	50092.21227
466	26.90263732	50076.59625
467	26.89392163	50052.23489
468	26.89290397	50026.71389
469	26.88848286	49996.80528
470	26.88850826	49991.15724
471	26.87656357	49944.11368
472	26.8652997	49926.12396
473	26.85426659	49894.65446
474	26.84644679	49868.73383
475	26.8365497	49822.06866
476	26.82979527	49805.56828
477	26.82384252	49773.2949
478	26.81873189	49743.53977
479	26.81249997	49719.81336
480	26.81070106	49692.90567
481	26.80842165	49671.72637
482	26.79916712	49643.84073
483	26.78687165	49610.10512
484	26.78693095	49605.05845
485	26.78286795	49576.59255
486	26.77771327	49549.50684
487	26.77099808	49532.64647
488	26.76198873	49515.62926
489	26.75710104	49493.18407
490	26.75364103	49462.28479
491	26.74744216	49438.23464
492	26.74811308	49420.59705
493	26.74633233	49398.97026
494	26.73902097	49374.02101
495	26.73002631	49345.63675
496	26.71616326	49315.8109
497	26.7140878	49291.76364
498	26.70727705	49271.69992
499	26.7068147	49265.00401
500	26.70091445	49241.82068
501	26.69852954	49225.88649
502	26.68694509	49198.58573
503	26.68406759	49184.07305
504	26.68326192	49168.99909
505	26.6793553	49131.81273
506	26.67421588	49106.08843
507	26.67037991	49094.04196
508	26.6687263	49058.94074
509	26.65701218	49029.07753
510	26.65048501	48996.11905
511	26.64220661	48961.53503
512	26.63461587	48942.29843
513	26.63288219	48918.55311
514	26.63019681	48897.88053
515	26.62356247	48878.34511
516	26.62027864	48868.2621
517	26.60097334	48822.88262
518	26.59987583	48801.29927
519	26.59956069	48783.73743
520	26.59804781	48765.42351
521	26.5927448	48749.0492
522	26.58992811	48733.5802
523	26.58169346	48707.78781
524	26.5762056	48685.03535
525	26.5728818	48667.62627
526	26.56158401	48643.15745
527	26.53882115	48619.76794
528	26.53946351	48610.40502
529	26.53055422	48568.27644
530	26.52776729	48559.20927
531	26.52553807	48528.95484
532	26.52321591	48515.48314
533	26.52222177	48510.99596
534	26.50253212	48483.46671
535	26.49555695	48460.47989
536	26.48367301	48418.51616
537	26.48383432	48412.8932
538	26.47319685	48384.41655
539	26.4679305	48361.92944
540	26.45720908	48346.96864
541	26.45465997	48327.20638
542	26.45374821	48306.88696
543	26.44771524	48271.49927
544	26.44828403	48252.86856
545	26.44337157	48224.45929
546	26.43636821	48199.52449
547	26.43316712	48176.01736
548	26.42216976	48148.8915
549	26.41132801	48120.91948
550	26.40156364	48092.02398
551	26.39814837	48069.37626
552	26.39851655	48065.31641
553	26.39271964	48052.33139
554	26.38268284	48010.7599
555	26.37957104	47995.59013
556	26.37917574	47990.1825
557	26.36156361	47959.17326
558	26.36066488	47953.57487
559	26.35533291	47936.48388
560	26.33056	47910.58769
561	26.32787938	47896.63688
562	26.32946086	47882.02515
563	26.32806177	47864.07648
564	26.32818569	47859.02187
565	26.321939	47824.07849
566	26.3129301	47808.56998
567	26.30506112	47794.94943
568	26.3027376	47777.2516
569	26.30301677	47766.7673
570	26.2933886	47747.00866
571	26.29061792	47739.16332
572	26.28295393	47722.2279
573	26.27649904	47700.35846
574	26.27129608	47680.11151
575	26.26657752	47655.5076
576	26.26160984	47629.46855
577	26.25970095	47617.18168
578	26.24864006	47594.27837
579	26.24855654	47582.07618
580	26.24325947	47558.2031
581	26.23380969	47536.86017
582	26.22976579	47518.14091
583	26.22133326	47483.68786
584	26.21389881	47460.63736
585	26.21027847	47439.87071
586	26.20535122	47419.2831
587	26.20494224	47414.31098
588	26.20160188	47406.70455
589	26.19246253	47377.65371
590	26.18301149	47355.75103
591	26.17047757	47326.82092
592	26.16896975	47294.10604
593	26.14996729	47273.73056
594	26.14638403	47261.5553
595	26.14280013	47249.28084
596	26.13044131	47220.66998
597	26.12537035	47188.05228
598	26.12520806	47172.39176
599	26.11570788	47151.75667
600	26.11135441	47131.94907
601	26.10541486	47106.47215
602	26.10167676	47087.43411
603	26.10060207	47058.15802
604	26.10028551	47045.93247
605	26.09881048	47037.1208
606	26.092142	47020.34615
607	26.08958735	47004.6699
608	26.09066022	46990.12366
609	26.07615344	46963.81164
610	26.07168731	46941.80534
611	26.05941597	46918.44555
612	26.05917843	46902.57297
613	26.03271012	46872.09499
614	26.03346435	46834.21554
615	26.03413171	46820.86113
616	26.00437648	46796.96767
617	26.0018538	46785.62711
618	25.99392717	46761.78886
619	25.99070365	46747.12469
620	25.9870399	46731.42435
621	25.97654747	46707.04885
622	25.97208928	46685.7713
623	25.96771125	46666.87274
624	25.96385293	46648.42617
625	25.95698364	46619.11168
626	25.95592903	46607.96129
627	25.95120907	46589.44852
628	25.93595329	46563.94719
629	25.93314209	46557.77612
630	25.93199611	46549.92777
631	25.92617161	46533.69295
632	25.89871411	46505.81301
633	25.88948764	46484.22942
634	25.88692385	46472.06794
635	25.88021525	46453.3965
636	25.87813316	46433.59724
637	25.87792172	46423.70518
638	25.87069846	46385.96798
639	25.8465727	46358.00881
640	25.84211098	46344.33276
641	25.83107384	46323.89456
642	25.81968417	46300.08362
643	25.81725053	46281.00961
644	25.81142655	46266.55356
645	25.79646271	46250.84293
646	25.79212574	46222.57121
647	25.7866706	46200.27856
648	25.78132241	46171.09838
649	25.78139892	46155.32138
650	25.78074775	46148.85319
651	25.77312128	46127.4971
652	25.76951936	46106.89056
653	25.76725434	46089.53981
654	25.76510862	46076.36274
655	25.76249754	46053.0939
656	25.76009527	46043.10905
657	25.75616825	46034.8478
658	25.75350562	46017.57457
659	25.74680471	46004.03062
660	25.73725175	45977.90681
661	25.72874105	45958.23708
662	25.7234692	45942.31931
663	25.71972508	45923.7362
664	25.71693569	45904.71763
665	25.70986483	45880.5451
666	25.70771809	45862.69263
667	25.70362296	45836.29285
668	25.70145848	45818.83388
669	25.69940673	45792.55496
670	25.67795815	45768.24351
671	25.67398882	45746.16842
672	25.66700411	45719.38327
673	25.66573335	45712.37366
674	25.66213411	45686.58915
675	25.65747224	45657.40128
676	25.65805114	45625.55224
677	25.65026517	45603.21033
678	25.6417252	45583.22588
679	25.63765982	45572.16985
680	25.63291003	45564.13462
681	25.63152306	45555.42127
682	25.62619792	45534.05885
683	25.62153181	45520.48378
684	25.6164618	45497.9095
685	25.61263252	45485.56066
686	25.61106209	45471.63845
687	25.61030257	45464.83991
688	25.60296878	45447.49733
689	25.59794199	45427.67916
690	25.59152595	45398.20954
691	25.58908653	45388.88015
692	25.58375088	45377.59383
693	25.57670465	45364.61323
694	25.57656289	45349.4169
695	25.57344762	45341.40261
696	25.56440626	45316.38641
697	25.54495045	45293.86734
698	25.53444436	45267.55089
699	25.52957268	45255.2337
700	25.52111175	45234.01912
701	25.52066003	45218.06683
702	25.52056838	45202.65902
703	25.51878841	45172.58305
704	25.51884173	45168.43477
705	25.51301437	45140.40803
706	25.5072807	45120.95543
707	25.5001545	45108.73081
708	25.49756822	45094.30578
709	25.49564043	45079.65574
710	25.49147105	45053.22326
711	25.48764579	45040.05575
712	25.48447841	45024.02908
713	25.48439187	45016.28832
714	25.47956745	44995.18689
715	25.47072657	44973.33136
716	25.46973183	44961.95222
717	25.46709141	44940.32325
718	25.46669696	44922.33597
719	25.46505013	44906.41819
720	25.46127028	44892.96761
721	25.45932674	44880.46437
722	25.45750649	44869.09839
723	25.45290123	44851.43387
724	25.45263434	44846.4287
725	25.45290652	44826.46683
726	25.45232746	44818.20349
727	25.44846827	44803.22505
728	25.44816294	44799.57153
729	25.44434083	44779.94752
730	25.44060968	44751.39866
731	25.43983056	44744.27644
732	25.43300489	44722.275
733	25.42297527	44698.68366
734	25.42274507	44683.23491
735	25.41785689	44662.65429
736	25.41584574	44656.43026
737	25.40852207	44636.49188
738	25.40578855	44625.04308
739	25.39448194	44601.9515
740	25.38440589	44587.50844
741	25.38076902	44569.86105
742	25.37614734	44549.96467
743	25.36922874	44536.07385
744	25.36871378	44521.78825
745	25.36271318	44506.54007
746	25.35864412	44485.83718
747	25.3539406	44469.95515
748	25.34979715	44448.07657
749	25.34931592	44438.88381
750	25.34407877	44425.50945
751	25.33236925	44398.49349
752	25.32117432	44376.1918
753	25.31927666	44362.88674
754	25.31180939	44349.95359
755	25.30726243	44332.00555
756	25.30511039	44324.11401
757	25.29679942	44300.41811
758	25.29009087	44281.16816
759	25.28228396	44266.34253
760	25.26124563	44245.2131
761	25.25845449	44234.07007
762	25.25200802	44217.55701
763	25.24971076	44205.20515
764	25.24552954	44185.09426
765	25.24157969	44170.82513
766	25.23765321	44155.28219
767	25.23478688	44147.07286
768	25.23154224	44129.23043
769	25.21952033	44103.48972
770	25.21401119	44088.75001
771	25.21374759	44079.27957
772	25.21162224	44061.12913
773	25.20605652	44046.97836
774	25.20253222	44037.76245
775	25.20112281	44031.99198
776	25.19502385	44018.17469
777	25.19287751	44005.47381
778	25.18958532	43998.73278
779	25.18825699	43987.41236
780	25.18393334	43973.66406
781	25.17981204	43962.18397
782	25.17816251	43947.5569
783	25.17785323	43940.41293
784	25.17714367	43935.60602
785	25.17310786	43918.54608
786	25.17164099	43908.17993
787	25.16752601	43893.70874
788	25.16287134	43873.57718
789	25.15421053	43855.4024
790	25.15042955	43848.60819
791	25.1475278	43835.08441
792	25.1425183	43818.65869
793	25.13665754	43810.18383
794	25.13089745	43792.81659
795	25.1290959	43783.48298
796	25.12700036	43770.00909
797	25.10983039	43751.06306
798	25.10377683	43736.96944
799	25.09928714	43720.79128
800	25.09833066	43716.04915
801	25.09833671	43702.86072
802	25.09519346	43695.30046
803	25.09491097	43682.29636
804	25.09380638	43676.60636
805	25.09128786	43666.27934
806	25.08798437	43655.44291
807	25.08509596	43634.77922
808	25.0768566	43611.51721
809	25.07183122	43588.18743
810	25.06656094	43579.96915
811	25.05513127	43563.06008
812	25.05320848	43550.85498
813	25.05203942	43540.30802
814	25.04505673	43519.21354
815	25.04259404	43512.17715
816	25.04027774	43488.84867
817	25.03388899	43471.65472
818	25.02581512	43448.88023
819	25.02321522	43435.46835
820	25.01770102	43418.39481
821	25.00724544	43395.09417
822	25.00193548	43384.66672
823	24.99874803	43368.83697
824	24.99757701	43359.61956
825	24.99440593	43349.94837
826	24.9892061	43332.23669
827	24.9842003	43309.53736
828	24.97911755	43292.89953
829	24.97587192	43287.40324
830	24.9742537	43274.38369
831	24.9702921	43264.47615
832	24.96598622	43248.6441
833	24.95780847	43229.96201
834	24.93934495	43210.9403
835	24.93625985	43194.50065
836	24.93373831	43173.82932
837	24.93118256	43165.03479
838	24.92088698	43148.12471
839	24.91855277	43134.82414
840	24.91457122	43123.78146
841	24.90641682	43099.72383
842	24.89637031	43084.49917
843	24.89190626	43055.57953
844	24.88748093	43033.09461
845	24.88386978	43019.96962
846	24.87924896	43005.32609
847	24.87902314	43001.84537
848	24.87215195	42987.67739
849	24.86788697	42977.86408
850	24.85773121	42960.29714
851	24.85415011	42935.06802
852	24.85478107	42927.21685
853	24.83978056	42913.20477
854	24.83734649	42903.34833
855	24.83200597	42886.10346
856	24.83090886	42881.58148
857	24.82837878	42868.34355
858	24.82611176	42854.53755
859	24.82508913	42849.44974
860	24.8196509	42840.14716
861	24.81533346	42831.29833
862	24.81437724	42823.38911
863	24.8129	42816.03153
864	24.80975154	42805.92251
865	24.8057214	42791.74629
866	24.80131311	42777.19887
867	24.79625256	42761.88818
868	24.79442326	42750.63852
869	24.79164987	42741.67583
870	24.78955325	42735.4248
871	24.78670157	42730.52497
872	24.78236532	42710.11053
873	24.77695697	42694.31397
874	24.77337169	42683.03516
875	24.77108363	42671.39042
876	24.76526902	42661.99982
877	24.76091594	42639.82159
878	24.75701698	42624.69395
879	24.7465495	42605.34147
880	24.74651379	42597.88736
881	24.74490043	42587.25237
882	24.74472354	42584.04798
883	24.73971651	42572.80102
884	24.73659473	42556.90627
885	24.73531529	42545.38742
886	24.73004239	42533.53516
887	24.72722281	42517.36091
888	24.72326045	42504.15997
889	24.72000328	42495.82322
890	24.71638345	42486.79868
891	24.71452078	42478.43363
892	24.71063811	42459.28946
893	24.70814288	42448.72973
894	24.70302595	42440.23062
895	24.70230454	42427.83566
896	24.69942423	42416.86219
897	24.69515033	42395.53123
898	24.69158966	42376.91229
899	24.68767035	42361.64935
900	24.68483199	42347.55436
901	24.68010107	42330.30745
902	24.67563077	42317.31915
903	24.6715239	42309.22347
904	24.66609159	42291.65505
905	24.66525992	42277.78065
906	24.66025724	42260.67456
907	24.65604778	42245.87672
908	24.65386767	42238.86496
909	24.64744826	42226.38637
910	24.64696162	42217.193
911	24.64341472	42196.52825
912	24.63729643	42184.85661
913	24.63641364	42173.2854
914	24.63231645	42162.36398
915	24.62825938	42152.79199
916	24.62512204	42146.06832
917	24.62306944	42140.20818
918	24.62173595	42122.79722
919	24.61588714	42108.0802
920	24.61258408	42092.46681
921	24.60488947	42071.15186
922	24.60258244	42062.34558
923	24.59945647	42035.3563
924	24.59467325	42024.90353
925	24.5923111	42015.30798
926	24.58698421	42002.61866
927	24.57834177	41986.6581
928	24.57417422	41975.96053
929	24.56921972	41959.02745
930	24.56319647	41940.92146
931	24.56031598	41930.46748
932	24.55908499	41918.19047
933	24.55779547	41911.85236
934	24.55577971	41902.98478
935	24.55405614	41896.24671
936	24.5536222	41891.01401
937	24.54999304	41880.1243
938	24.54976681	41864.08935
939	24.54650109	41855.25295
940	24.5431186	41845.85438
941	24.54118183	41829.80202
942	24.53849406	41822.39385
943	24.5359038	41811.41022
944	24.5325164	41801.24072
945	24.52890861	41773.83292
946	24.52446666	41762.37871
947	24.52176638	41749.16022
948	24.52122544	41740.65795
949	24.51595066	41725.25994
950	24.50947106	41701.80481
951	24.50446585	41684.40387
952	24.49752724	41670.32256
953	24.49648487	41661.52698
954	24.49151023	41639.80479
955	24.47812636	41621.5234
956	24.47400463	41608.70277
957	24.46608925	41594.38583
958	24.46120303	41583.28777
959	24.45709105	41570.95774
960	24.44165751	41557.58174
961	24.43428975	41542.37035
962	24.42967288	41525.43413
963	24.42982824	41510.43961
964	24.42677516	41476.45338
965	24.42340207	41462.86744
966	24.41953946	41451.49733
967	24.41694442	41437.46358
968	24.4110349	41426.2067
969	24.40376362	41409.71245
970	24.4015712	41396.91351
971	24.40175315	41387.72262
972	24.40142368	41382.29403
973	24.40092958	41370.29159
974	24.39710314	41357.28856
975	24.39374383	41338.17102
976	24.39138777	41332.03853
977	24.38822652	41321.30131
978	24.38310037	41302.72747
979	24.37887944	41291.13892
980	24.37334569	41272.98456
981	24.36723749	41258.86412
982	24.36347309	41243.17532
983	24.35695795	41230.66641
984	24.35138808	41218.28411
985	24.34647041	41211.07762
986	24.34285656	41199.23382
987	24.34170332	41186.33542
988	24.33937765	41175.1024
989	24.33862262	41168.81646
990	24.33722227	41162.2276
991	24.33188745	41149.41415
992	24.32823933	41134.71541
993	24.32548898	41122.4708
994	24.32384741	41112.00977
995	24.320548	41099.93458
996	24.31810755	41089.51698
997	24.31613912	41080.58908
