iter	Passed	Remaining
1668	30848	43084
1669	30865	43063
1670	30881	43042
1671	30898	43021
1672	30915	43001
1673	30933	42981
1674	30951	42963
1675	30971	42945
1676	30990	42928
1677	31009	42910
1678	31028	42892
1679	31045	42873
1680	31062	42851
1681	31079	42830
1682	31096	42811
1683	31115	42792
1684	31132	42772
1685	31148	42750
1686	31165	42730
1687	31181	42708
1688	31198	42687
1689	31216	42668
1690	31232	42646
1691	31249	42627
1692	31267	42607
1693	31284	42586
1694	31302	42567
1695	31321	42549
1696	31338	42528
1697	31354	42507
1698	31371	42486
1699	31388	42466
1700	31405	42446
1701	31424	42428
1702	31442	42408
1703	31459	42389
1704	31475	42367
1705	31494	42348
1706	31513	42331
1707	31529	42310
1708	31547	42291
1709	31564	42270
1710	31578	42245
1711	31596	42227
1712	31614	42208
1713	31634	42191
1714	31656	42177
1715	31676	42162
1716	31694	42143
1717	31713	42124
1718	31730	42104
1719	31748	42085
1720	31771	42072
1721	31788	42052
1722	31805	42032
1723	31822	42011
1724	31841	41993
1725	31857	41972
1726	31875	41953
1727	31892	41932
1728	31911	41914
1729	31929	41895
1730	31947	41876
1731	31964	41856
1732	31979	41833
1733	31997	41814
1734	32016	41796
1735	32034	41777
1736	32052	41758
1737	32070	41739
1738	32087	41718
1739	32106	41701
1740	32124	41682
1741	32139	41660
1742	32157	41640
1743	32173	41618
1744	32189	41597
1745	32207	41577
1746	32226	41560
1747	32240	41536
1748	32258	41516
1749	32273	41494
1750	32291	41475
1751	32309	41456
1752	32327	41437
1753	32344	41417
1754	32362	41397
1755	32379	41378
1756	32398	41360
1757	32414	41339
1758	32432	41319
1759	32447	41296
1760	32465	41278
1761	32482	41257
1762	32499	41237
1763	32514	41213
1764	32531	41194
1765	32550	41175
1766	32566	41154
1767	32582	41133
1768	32599	41113
1769	32617	41094
1770	32635	41075
1771	32656	41060
1772	32674	41041
1773	32691	41021
1774	32711	41004
1775	32729	40985
1776	32748	40968
1777	32768	40951
1778	32786	40932
1779	32805	40914
1780	32823	40895
1781	32840	40875
1782	32859	40857
1783	32875	40836
1784	32892	40815
1785	32909	40796
1786	32927	40776
1787	32943	40755
1788	32962	40737
1789	32981	40719
1790	33000	40702
1791	33016	40681
1792	33033	40661
1793	33050	40640
1794	33066	40619
1795	33082	40597
1796	33100	40578
1797	33118	40559
1798	33139	40544
1799	33158	40526
1800	33175	40507
1801	33194	40488
1802	33211	40469
1803	33228	40449
1804	33246	40429
1805	33263	40410
1806	33281	40390
1807	33298	40371
1808	33317	40352
1809	33335	40334
1810	33354	40316
1811	33370	40295
1812	33389	40277
1813	33409	40261
1814	33429	40244
1815	33447	40225
1816	33465	40206
1817	33482	40186
1818	33499	40166
1819	33517	40147
1820	33535	40128
1821	33554	40110
1822	33570	40089
1823	33587	40069
1824	33606	40051
1825	33623	40031
1826	33641	40012
1827	33658	39992
1828	33677	39975
1829	33697	39958
1830	33715	39939
1831	33735	39922
1832	33753	39903
1833	33771	39885
1834	33789	39865
1835	33806	39845
1836	33824	39826
1837	33842	39808
1838	33857	39786
1839	33876	39768
1840	33895	39750
1841	33912	39730
1842	33929	39710
1843	33947	39690
1844	33964	39670
1845	33980	39650
1846	33997	39630
1847	34016	39611
1848	34033	39591
1849	34050	39572
1850	34067	39552
1851	34084	39532
1852	34102	39513
1853	34119	39493
1854	34137	39474
1855	34155	39455
1856	34173	39436
1857	34191	39417
1858	34208	39398
1859	34227	39379
1860	34245	39360
1861	34262	39340
1862	34280	39321
1863	34298	39303
1864	34315	39283
1865	34335	39266
1866	34353	39248
1867	34370	39227
1868	34389	39210
1869	34403	39187
1870	34420	39166
1871	34438	39148
1872	34455	39128
1873	34472	39108
1874	34493	39092
1875	34510	39073
1876	34534	39060
1877	34552	39041
1878	34569	39021
1879	34587	39003
1880	34604	38983
1881	34621	38963
1882	34640	38944
1883	34658	38926
1884	34674	38905
1885	34693	38887
1886	34711	38869
1887	34730	38850
1888	34751	38835
1889	34770	38817
1890	34787	38798
1891	34806	38780
1892	34827	38764
1893	34849	38749
1894	34868	38732
1895	34887	38714
1896	34905	38696
1897	34925	38679
1898	34945	38662
1899	34963	38644
1900	34981	38625
1901	35001	38608
1902	35020	38590
1903	35040	38573
1904	35060	38557
1905	35080	38540
1906	35102	38526
1907	35122	38509
1908	35141	38491
1909	35162	38475
1910	35182	38459
1911	35202	38443
1912	35222	38425
1913	35239	38406
1914	35258	38389
1915	35275	38368
1916	35292	38349
1917	35310	38330
1918	35327	38309
1919	35345	38290
1920	35366	38274
1921	35385	38257
1922	35403	38238
1923	35420	38219
1924	35441	38202
1925	35460	38185
1926	35478	38166
1927	35500	38151
1928	35519	38133
1929	35538	38116
1930	35557	38098
1931	35576	38080
1932	35594	38061
1933	35611	38042
1934	35631	38025
1935	35649	38006
1936	35668	37988
1937	35686	37969
1938	35706	37952
1939	35723	37932
1940	35742	37915
1941	35760	37896
1942	35776	37876
1943	35794	37856
1944	35812	37837
1945	35830	37819
1946	35848	37800
1947	35864	37779
1948	35881	37759
1949	35901	37742
1950	35917	37722
1951	35935	37703
1952	35952	37682
1953	35968	37662
1954	35993	37650
1955	36013	37633
1956	36032	37615
1957	36051	37597
1958	36070	37580
1959	36089	37562
1960	36108	37544
1961	36128	37527
1962	36147	37510
1963	36166	37492
1964	36186	37475
1965	36207	37459
1966	36226	37442
1967	36246	37424
1968	36264	37406
1969	36283	37388
1970	36303	37371
1971	36320	37351
1972	36340	37335
1973	36364	37322
1974	36384	37305
1975	36402	37286
1976	36419	37266
1977	36437	37248
1978	36455	37228
1979	36473	37210
1980	36491	37191
1981	36508	37171
1982	36527	37153
1983	36544	37134
1984	36561	37114
1985	36580	37096
1986	36598	37077
1987	36615	37057
1988	36633	37038
1989	36651	37019
1990	36670	37001
1991	36690	36985
1992	36709	36967
1993	36728	36949
1994	36749	36934
1995	36768	36915
1996	36787	36898
1997	36807	36881
1998	36829	36866
1999	36848	36848
2000	36867	36830
2001	36886	36812
2002	36905	36795
2003	36925	36778
2004	36943	36759
2005	36966	36744
2006	36984	36726
2007	37000	36706
2008	37019	36687
2009	37039	36670
2010	37058	36652
2011	37081	36638
2012	37100	36621
2013	37122	36606
2014	37141	36588
2015	37161	36571
2016	37182	36555
2017	37200	36536
2018	37218	36518
2019	37240	36502
2020	37263	36489
2021	37282	36471
2022	37304	36456
2023	37319	36434
2024	37337	36415
2025	37353	36395
2026	37371	36376
2027	37389	36357
2028	37405	36336
2029	37422	36316
2030	37442	36299
2031	37461	36281
2032	37482	36266
2033	37500	36246
2034	37517	36226
2035	37534	36207
2036	37552	36188
2037	37570	36169
2038	37589	36151
2039	37606	36131
2040	37625	36114
2041	37643	36094
2042	37661	36076
2043	37677	36055
2044	37694	36035
2045	37711	36015
2046	37730	35998
2047	37747	35978
2048	37765	35959
2049	37782	35939
2050	37800	35920
2051	37818	35901
2052	37836	35882
2053	37853	35863
2054	37870	35843
2055	37888	35824
2056	37903	35802
2057	37919	35782
2058	37939	35765
2059	37958	35747
2060	37978	35730
2061	37995	35711
2062	38014	35692
2063	38033	35675
2064	38052	35656
2065	38071	35639
2066	38090	35621
2067	38109	35603
2068	38128	35585
2069	38148	35568
2070	38168	35551
2071	38186	35532
2072	38208	35517
2073	38227	35499
2074	38245	35481
2075	38264	35462
2076	38283	35445
2077	38301	35426
2078	38319	35406
2079	38338	35389
2080	38355	35370
2081	38374	35351
2082	38393	35333
2083	38411	35315
2084	38429	35296
2085	38447	35276
2086	38462	35256
2087	38481	35237
2088	38499	35218
2089	38518	35201
2090	38536	35182
2091	38555	35164
2092	38573	35145
2093	38592	35127
2094	38610	35109
2095	38627	35088
2096	38645	35070
2097	38664	35051
2098	38682	35033
2099	38700	35014
2100	38718	34995
2101	38737	34978
2102	38757	34961
2103	38776	34942
2104	38794	34924
2105	38813	34905
2106	38831	34887
2107	38850	34870
2108	38867	34849
2109	38888	34833
2110	38904	34813
2111	38929	34800
2112	38951	34785
2113	38972	34769
2114	38992	34752
2115	39011	34734
2116	39028	34714
2117	39048	34697
2118	39067	34679
2119	39087	34662
2120	39105	34643
2121	39125	34626
2122	39143	34607
2123	39161	34589
2124	39179	34570
2125	39200	34554
2126	39218	34535
2127	39239	34518
2128	39256	34499
2129	39279	34484
2130	39300	34468
2131	39318	34450
2132	39338	34432
2133	39357	34415
2134	39377	34397
2135	39398	34381
2136	39420	34366
2137	39440	34348
2138	39460	34332
2139	39480	34314
2140	39501	34298
2141	39520	34280
2142	39540	34263
2143	39558	34244
2144	39576	34225
2145	39591	34204
2146	39609	34185
2147	39626	34165
2148	39642	34145
2149	39658	34125
2150	39677	34106
2151	39693	34085
2152	39711	34067
2153	39728	34047
2154	39745	34028
2155	39762	34008
2156	39781	33989
2157	39799	33971
2158	39817	33952
2159	39834	33932
2160	39852	33914
2161	39868	33893
2162	39885	33873
2163	39900	33853
2164	39919	33834
2165	39937	33815
2166	39954	33796
2167	39971	33776
2168	39989	33758
2169	40007	33739
2170	40024	33719
2171	40041	33700
2172	40057	33679
2173	40075	33660
2174	40093	33641
2175	40111	33622
2176	40129	33604
2177	40146	33584
2178	40164	33565
2179	40181	33545
2180	40203	33530
2181	40220	33511
2182	40240	33493
2183	40260	33476
2184	40279	33458
2185	40297	33439
2186	40316	33421
2187	40333	33402
2188	40352	33384
2189	40375	33369
2190	40394	33352
2191	40411	33332
2192	40428	33312
2193	40448	33294
2194	40465	33275
2195	40482	33256
2196	40500	33237
2197	40517	33217
2198	40534	33198
2199	40550	33177
2200	40568	33158
2201	40586	33139
2202	40605	33121
2203	40621	33101
2204	40637	33081
2205	40654	33061
2206	40671	33041
2207	40689	33023
2208	40708	33005
2209	40726	32986
2210	40742	32966
2211	40760	32947
2212	40780	32929
2213	40798	32911
2214	40818	32894
2215	40835	32874
2216	40855	32857
2217	40875	32840
2218	40899	32826
2219	40919	32809
2220	40935	32788
2221	40951	32768
2222	40968	32749
2223	40985	32729
2224	41004	32711
2225	41022	32692
2226	41037	32671
2227	41055	32652
2228	41071	32632
2229	41089	32614
2230	41107	32594
2231	41123	32574
2232	41141	32555
2233	41158	32536
2234	41175	32516
2235	41193	32498
2236	41213	32480
2237	41231	32461
2238	41250	32443
2239	41268	32425
2240	41288	32408
2241	41306	32388
2242	41324	32370
2243	41342	32352
2244	41360	32332
2245	41375	32312
2246	41393	32293
2247	41410	32274
2248	41429	32255
2249	41475	32258
2250	41504	32248
2251	41529	32235
2252	41552	32219
2253	41573	32203
2254	41594	32187
2255	41615	32170
2256	41648	32163
2257	41674	32151
2258	41700	32138
2259	41721	32121
2260	41741	32104
2261	41764	32089
2262	41784	32071
2263	41802	32053
2264	41826	32039
2265	41852	32026
2266	41877	32013
2267	41909	32005
2268	41947	32001
2269	41969	31985
2270	41990	31968
2271	42009	31950
2272	42044	31945
2273	42070	31932
2274	42096	31918
2275	42119	31904
2276	42145	31891
2277	42169	31877
2278	42201	31868
2279	42227	31855
2280	42256	31845
2281	42278	31829
2282	42300	31813
2283	42325	31799
2284	42344	31781
2285	42362	31762
2286	42386	31748
2287	42406	31730
2288	42431	31717
2289	42454	31702
2290	42475	31684
2291	42495	31667
2292	42513	31648
2293	42532	31630
2294	42551	31612
2295	42570	31593
2296	42589	31576
2297	42610	31559
2298	42629	31541
2299	42647	31522
2300	42667	31504
2301	42686	31486
2302	42704	31467
2303	42723	31448
2304	42742	31430
2305	42763	31414
2306	42783	31396
2307	42804	31379
2308	42822	31361
2309	42844	31344
2310	42868	31330
2311	42893	31316
2312	42925	31307
2313	42949	31293
2314	42975	31280
2315	42996	31263
2316	43020	31248
2317	43046	31235
2318	43072	31222
2319	43093	31205
2320	43122	31194
2321	43196	31216
2322	43418	31343
2323	43457	31340
2324	43486	31329
2325	43511	31315
2326	43535	31299
2327	43563	31287
2328	43587	31272
2329	43609	31256
2330	43630	31239
2331	43652	31223
2332	43669	31202
2333	43697	31190
2334	43722	31176
2335	43750	31164
2336	43787	31159
2337	43810	31143
2338	43840	31132
2339	43860	31114
2340	43883	31099
2341	43902	31080
2342	43922	31062
2343	43939	31042
2344	43959	31024
2345	43982	31009
2346	44004	30992
2347	44025	30975
2348	44048	30959
2349	44073	30945
2350	44095	30928
2351	44121	30914
2352	44148	30902
2353	44172	30886
2354	44192	30869
2355	44213	30851
2356	44236	30836
2357	44258	30819
2358	44281	30803
2359	44301	30785
2360	44322	30768
2361	44341	30749
2362	44359	30730
2363	44375	30710
2364	44394	30691
2365	44413	30672
2366	44429	30652
2367	44447	30632
2368	44465	30613
2369	44483	30594
2370	44499	30573
2371	44518	30554
2372	44536	30535
2373	44553	30515
2374	44573	30497
2375	44591	30478
2376	44610	30459
2377	44628	30440
2378	44646	30421
2379	44666	30403
2380	44683	30383
2381	44699	30362
2382	44719	30344
2383	44736	30324
2384	44753	30304
2385	44770	30284
2386	44788	30265
2387	44807	30246
2388	44825	30227
2389	44842	30207
2390	44861	30189
2391	44880	30170
2392	44897	30150
2393	44916	30131
2394	44932	30111
2395	44950	30092
2396	44967	30072
2397	44984	30052
2398	45008	30036
2399	45040	30027
2400	45059	30008
2401	45078	29989
2402	45095	29969
2403	45117	29953
2404	45141	29937
2405	45165	29922
2406	45190	29907
2407	45212	29891
2408	45237	29876
2409	45260	29860
2410	45286	29846
2411	45322	29838
2412	45355	29829
2413	45373	29810
2414	45396	29794
2415	45415	29775
2416	45435	29757
2417	45458	29741
2418	45480	29725
2419	45508	29712
2420	45544	29704
2421	45566	29687
2422	45596	29676
2423	45631	29668
2424	45692	29676
2425	45719	29662
2426	45739	29644
2427	45760	29627
2428	45780	29609
2429	45798	29590
2430	45822	29574
2431	45853	29563
2432	45871	29544
2433	45890	29524
2434	45908	29505
2435	45928	29487
2436	45951	29471
2437	45970	29452
2438	45988	29433
2439	46006	29413
2440	46022	29393
2441	46040	29373
2442	46057	29354
2443	46076	29334
2444	46093	29315
2445	46112	29296
2446	46130	29276
2447	46152	29259
2448	46172	29242
2449	46189	29221
2450	46206	29202
2451	46224	29182
2452	46242	29163
2453	46260	29143
2454	46279	29124
2455	46297	29105
2456	46317	29087
2457	46336	29068
2458	46353	29048
2459	46372	29029
2460	46389	29010
2461	46407	28990
2462	46423	28969
2463	46439	28949
2464	46459	28931
2465	46489	28919
2466	46510	28901
2467	46534	28886
2468	46559	28870
2469	46584	28855
2470	46604	28838
2471	46622	28818
2472	46640	28799
2473	46657	28779
2474	46676	28760
2475	46696	28741
2476	46716	28723
2477	46733	28703
2478	46750	28683
2479	46766	28663
2480	46782	28642
2481	46800	28623
2482	46816	28602
2483	46835	28584
2484	46853	28564
2485	46869	28544
2486	46888	28525
2487	46906	28505
2488	46925	28487
2489	46943	28467
2490	46960	28447
2491	46976	28427
2492	46994	28408
2493	47011	28387
2494	47025	28366
2495	47043	28346
2496	47061	28327
2497	47084	28311
2498	47103	28292
2499	47120	28272
2500	47139	28253
2501	47162	28237
2502	47178	28216
2503	47197	28197
2504	47217	28179
2505	47234	28159
2506	47252	28140
2507	47273	28122
2508	47292	28104
2509	47311	28085
2510	47328	28065
2511	47346	28046
2512	47366	28028
2513	47385	28009
2514	47405	27990
2515	47424	27971
2516	47440	27951
2517	47459	27932
2518	47479	27914
2519	47498	27895
2520	47516	27876
2521	47533	27856
2522	47553	27838
2523	47570	27818
2524	47589	27799
2525	47608	27781
2526	47631	27764
2527	47651	27746
2528	47671	27728
2529	47691	27709
2530	47711	27691
2531	47732	27674
2532	47751	27655
2533	47768	27635
2534	47783	27614
2535	47803	27596
2536	47819	27575
2537	47837	27556
2538	47858	27538
2539	47875	27518
2540	47891	27498
2541	47911	27480
2542	47927	27459
2543	47946	27441
2544	47966	27422
2545	47989	27406
2546	48008	27387
2547	48025	27367
2548	48045	27349
2549	48062	27329
2550	48082	27311
2551	48102	27293
2552	48120	27274
2553	48140	27255
2554	48159	27236
2555	48177	27217
2556	48196	27198
2557	48214	27179
2558	48231	27159
2559	48249	27140
2560	48267	27121
2561	48284	27100
2562	48301	27081
2563	48320	27062
2564	48340	27044
2565	48360	27026
2566	48381	27008
2567	48399	26989
2568	48417	26969
2569	48434	26949
2570	48452	26930
2571	48471	26911
2572	48492	26894
2573	48510	26874
2574	48525	26853
2575	48543	26834
2576	48561	26815
2577	48580	26796
2578	48598	26776
2579	48620	26760
2580	48639	26741
2581	48658	26722
2582	48675	26702
2583	48690	26681
2584	48708	26662
2585	48724	26642
2586	48742	26622
2587	48761	26604
2588	48779	26584
2589	48797	26565
2590	48814	26545
2591	48832	26526
2592	48850	26507
2593	48868	26487
2594	48887	26469
2595	48905	26449
2596	48925	26431
2597	48942	26411
2598	48959	26391
2599	48978	26372
2600	48996	26353
2601	49014	26334
2602	49047	26323
2603	49077	26310
2604	49105	26296
2605	49130	26280
2606	49146	26260
2607	49162	26240
2608	49179	26220
2609	49199	26202
2610	49225	26187
2611	49257	26175
2612	49275	26155
2613	49293	26136
2614	49311	26117
2615	49330	26098
2616	49349	26079
2617	49367	26060
2618	49386	26041
2619	49404	26022
2620	49421	26002
2621	49439	25983
2622	49455	25962
2623	49473	25943
2624	49490	25923
2625	49508	25904
2626	49530	25887
2627	49550	25868
2628	49578	25854
2629	49602	25838
2630	49624	25821
2631	49663	25813
2632	49693	25799
2633	49717	25783
2634	49734	25763
2635	49755	25745
2636	49773	25726
2637	49791	25707
2638	49815	25691
2639	49834	25672
2640	49853	25653
2641	49871	25633
2642	49890	25615
2643	49915	25599
2644	49935	25581
2645	49963	25566
2646	49980	25547
2647	49999	25528
2648	50016	25508
2649	50035	25489
2650	50054	25470
2651	50071	25451
2652	50089	25431
2653	50106	25411
2654	50125	25392
2655	50142	25373
2656	50160	25354
2657	50183	25337
2658	50201	25317
2659	50218	25298
2660	50237	25279
2661	50255	25259
2662	50274	25241
2663	50291	25221
2664	50309	25201
2665	50327	25182
2666	50345	25163
2667	50365	25145
2668	50383	25125
2669	50403	25107
2670	50422	25088
2671	50441	25069
2672	50458	25050
2673	50477	25031
2674	50493	25010
2675	50512	24991
2676	50529	24972
2677	50548	24953
2678	50567	24934
2679	50587	24916
2680	50604	24896
2681	50621	24876
2682	50639	24857
2683	50658	24838
2684	50676	24819
2685	50694	24799
2686	50712	24780
2687	50730	24761
2688	50751	24743
2689	50771	24724
2690	50790	24706
2691	50808	24686
2692	50822	24666
2693	50840	24646
2694	50859	24627
2695	50877	24608
2696	50895	24588
2697	50913	24569
2698	50931	24550
2699	50951	24532
2700	50969	24512
2701	50986	24492
2702	51002	24472
2703	51020	24453
2704	51039	24434
2705	51057	24415
2706	51073	24395
2707	51091	24375
2708	51110	24357
2709	51127	24337
2710	51145	24318
2711	51162	24298
2712	51183	24280
2713	51205	24263
2714	51224	24244
2715	51243	24225
2716	51263	24207
2717	51283	24188
2718	51302	24170
2719	51321	24151
2720	51339	24132
2721	51359	24113
2722	51375	24093
2723	51395	24074
2724	51414	24056
2725	51431	24036
2726	51452	24018
2727	51470	23999
2728	51488	23980
2729	51505	23960
2730	51524	23941
2731	51542	23922
2732	51563	23904
2733	51583	23885
2734	51601	23866
2735	51624	23849
2736	51642	23830
2737	51657	23810
2738	51675	23790
2739	51692	23771
2740	51710	23751
2741	51728	23732
2742	51746	23713
2743	51766	23695
2744	51786	23676
2745	51803	23657
2746	51821	23637
2747	51838	23617
2748	51856	23598
2749	51876	23580
2750	51892	23559
2751	51910	23540
2752	51928	23521
2753	51945	23501
2754	51962	23482
2755	51980	23463
2756	51997	23443
2757	52016	23424
2758	52035	23405
2759	52053	23386
2760	52071	23367
2761	52087	23347
2762	52106	23328
2763	52122	23308
2764	52140	23288
2765	52157	23269
2766	52176	23250
2767	52193	23230
2768	52210	23210
2769	52226	23190
2770	52243	23171
2771	52263	23152
2772	52283	23134
2773	52302	23115
2774	52320	23096
2775	52336	23076
2776	52355	23057
2777	52374	23038
2778	52391	23019
2779	52411	23000
2780	52430	22981
2781	52449	22963
2782	52467	22943
2783	52487	22925
2784	52505	22906
2785	52523	22887
2786	52541	22867
2787	52559	22848
2788	52577	22829
2789	52593	22809
2790	52610	22789
2791	52627	22770
2792	52647	22751
2793	52669	22734
2794	52688	22715
2795	52706	22696
2796	52724	22677
2797	52743	22658
2798	52762	22639
2799	52781	22620
2800	52798	22601
2801	52816	22581
2802	52833	22562
2803	52851	22543
2804	52870	22524
2805	52890	22505
2806	52909	22486
2807	52928	22468
2808	52946	22449
2809	52962	22429
2810	52979	22409
2811	52996	22389
2812	53019	22372
2813	53043	22356
2814	53063	22337
2815	53081	22318
2816	53100	22299
2817	53118	22280
2818	53138	22261
2819	53157	22243
2820	53176	22224
2821	53194	22205
2822	53211	22185
2823	53230	22166
2824	53250	22148
2825	53268	22129
2826	53290	22111
2827	53310	22093
2828	53331	22075
2829	53354	22058
2830	53376	22040
2831	53398	22023
2832	53419	22005
2833	53439	21986
2834	53458	21967
2835	53476	21948
2836	53495	21929
2837	53515	21911
2838	53534	21892
2839	53552	21873
2840	53569	21854
2841	53587	21834
2842	53607	21816
2843	53624	21796
2844	53643	21777
2845	53663	21759
2846	53681	21740
2847	53708	21724
2848	53736	21709
2849	53759	21692
2850	53783	21675
2851	53807	21658
2852	53832	21642
2853	53855	21625
2854	53877	21607
2855	53901	21590
2856	53928	21575
2857	53949	21557
2858	53970	21539
2859	53993	21521
2860	54020	21506
2861	54043	21488
2862	54072	21474
2863	54092	21455
2864	54112	21437
2865	54129	21417
2866	54147	21398
2867	54164	21378
2868	54181	21359
2869	54200	21340
2870	54220	21321
2871	54242	21304
2872	54261	21285
2873	54280	21266
2874	54297	21246
2875	54314	21227
2876	54332	21207
2877	54350	21188
2878	54368	21169
2879	54386	21150
2880	54404	21131
2881	54423	21112
2882	54441	21092
2883	54458	21073
2884	54475	21053
2885	54491	21033
2886	54508	21014
2887	54525	20994
2888	54543	20975
2889	54562	20956
2890	54581	20937
2891	54603	20920
2892	54620	20900
2893	54640	20881
2894	54658	20862
2895	54676	20843
2896	54695	20824
2897	54715	20806
2898	54734	20787
2899	54751	20767
2900	54769	20748
2901	54793	20731
2902	54813	20713
2903	54831	20693
2904	54850	20675
2905	54869	20656
2906	54888	20637
2907	54909	20619
2908	54929	20601
2909	54948	20582
2910	54966	20562
2911	54987	20544
2912	55007	20526
2913	55028	20508
2914	55047	20489
2915	55065	20470
2916	55081	20450
2917	55100	20431
2918	55119	20412
2919	55136	20392
2920	55153	20373
2921	55171	20354
2922	55189	20335
2923	55207	20315
2924	55223	20295
2925	55241	20276
2926	55258	20257
2927	55276	20238
2928	55296	20219
2929	55313	20199
2930	55330	20180
2931	55349	20161
2932	55367	20142
2933	55389	20124
2934	55407	20105
2935	55424	20085
2936	55443	20067
2937	55462	20047
2938	55481	20029
2939	55498	20009
2940	55518	19991
2941	55536	19972
2942	55553	19952
2943	55571	19933
2944	55590	19914
2945	55609	19895
2946	55626	19875
2947	55644	19856
2948	55663	19838
2949	55682	19819
2950	55699	19799
2951	55718	19780
2952	55735	19761
2953	55751	19741
2954	55774	19724
2955	55793	19705
2956	55811	19685
2957	55828	19666
2958	55847	19647
2959	55864	19628
2960	55881	19608
2961	55900	19589
2962	55919	19570
2963	55940	19552
2964	55960	19534
2965	55979	19515
2966	55996	19496
2967	56015	19476
2968	56033	19457
2969	56055	19440
2970	56071	19420
2971	56089	19401
2972	56110	19382
2973	56129	19364
2974	56147	19344
2975	56163	19325
2976	56181	19305
2977	56200	19287
2978	56219	19268
2979	56237	19249
2980	56254	19229
2981	56272	19210
2982	56286	19189
2983	56303	19170
2984	56321	19151
2985	56339	19132
2986	56357	19112
2987	56376	19094
2988	56393	19074
2989	56411	19055
2990	56428	19035
2991	56448	19017
2992	56466	18998
2993	56484	18979
2994	56502	18959
2995	56519	18940
2996	56537	18921
2997	56554	18901
2998	56572	18882
2999	56588	18862
3000	56606	18843
3001	56625	18824
3002	56643	18805
3003	56660	18786
3004	56677	18766
3005	56694	18747
3006	56712	18728
3007	56730	18709
3008	56749	18690
3009	56767	18671
3010	56786	18652
3011	56804	18633
3012	56825	18614
3013	56845	18596
3014	56865	18577
3015	56883	18558
3016	56900	18539
3017	56918	18520
3018	56936	18501
3019	56955	18482
3020	56977	18464
3021	56996	18445
3022	57015	18426
3023	57032	18407
3024	57050	18388
3025	57065	18368
3026	57083	18348
3027	57101	18329
3028	57121	18311
3029	57141	18292
3030	57158	18273
3031	57178	18254
3032	57197	18236
3033	57214	18216
3034	57231	18197
3035	57249	18177
3036	57268	18159
3037	57285	18139
3038	57303	18120
3039	57321	18101
3040	57338	18081
3041	57355	18062
3042	57370	18042
3043	57387	18023
3044	57406	18004
3045	57425	17985
3046	57443	17966
3047	57464	17948
3048	57480	17928
3049	57498	17909
3050	57518	17890
3051	57535	17871
3052	57551	17851
3053	57571	17833
3054	57591	17814
3055	57610	17796
3056	57631	17777
3057	57650	17758
3058	57668	17739
3059	57687	17721
3060	57705	17701
3061	57722	17682
3062	57739	17662
3063	57758	17644
3064	57777	17625
3065	57797	17606
3066	57814	17587
3067	57831	17568
3068	57850	17549
3069	57866	17529
3070	57882	17509
3071	57900	17490
3072	57918	17471
3073	57934	17452
3074	57953	17433
3075	57971	17413
3076	57990	17395
3077	58010	17376
3078	58028	17357
3079	58046	17338
3080	58065	17319
3081	58083	17300
3082	58101	17281
3083	58120	17262
3084	58140	17244
3085	58157	17224
3086	58174	17205
3087	58192	17186
3088	58210	17167
3089	58231	17148
3090	58247	17129
3091	58265	17110
3092	58284	17091
3093	58303	17072
3094	58322	17053
3095	58338	17034
3096	58357	17015
3097	58375	16996
3098	58392	16977
3099	58411	16958
3100	58430	16939
3101	58448	16920
3102	58467	16901
3103	58487	16882
3104	58507	16864
3105	58529	16846
3106	58548	16827
3107	58565	16808
3108	58583	16789
3109	58601	16770
3110	58619	16751
3111	58640	16733
3112	58660	16714
3113	58681	16696
3114	58698	16676
3115	58715	16657
3116	58733	16638
3117	58752	16619
3118	58769	16600
3119	58786	16580
3120	58804	16561
3121	58824	16543
3122	58843	16524
3123	58862	16505
3124	58881	16486
3125	58903	16468
3126	58921	16449
3127	58942	16431
3128	58960	16412
3129	58979	16393
3130	58996	16374
3131	59013	16354
3132	59031	16335
3133	59049	16316
3134	59066	16297
3135	59084	16278
3136	59101	16259
3137	59121	16240
3138	59140	16221
3139	59158	16202
3140	59177	16183
3141	59194	16164
3142	59214	16145
3143	59233	16127
3144	59251	16108
3145	59269	16089
3146	59289	16070
3147	59307	16051
3148	59327	16032
3149	59347	16014
3150	59366	15995
3151	59384	15976
3152	59401	15957
3153	59419	15938
3154	59437	15919
3155	59455	15899
3156	59471	15880
3157	59490	15861
3158	59511	15843
3159	59532	15825
3160	59552	15806
3161	59572	15788
3162	59593	15769
3163	59624	15754
3164	59655	15738
3165	59680	15721
3166	59708	15704
3167	59735	15688
3168	59757	15670
3169	59777	15651
3170	59794	15632
3171	59813	15613
3172	59831	15594
3173	59851	15575
3174	59878	15558
3175	59897	15540
3176	59918	15521
3177	59937	15503
3178	59955	15483
3179	59973	15464
3180	59993	15446
3181	60009	15426
3182	60032	15408
3183	60056	15391
3184	60074	15372
3185	60090	15352
3186	60108	15333
3187	60126	15314
3188	60146	15295
3189	60164	15276
3190	60182	15257
3191	60199	15238
3192	60216	15219
3193	60234	15200
3194	60251	15180
3195	60268	15161
3196	60285	15142
3197	60302	15122
3198	60319	15103
3199	60337	15084
3200	60355	15065
3201	60372	15046
3202	60390	15026
3203	60412	15008
3204	60430	14989
3205	60447	14970
3206	60467	14951
3207	60486	14932
3208	60504	14914
3209	60524	14895
3210	60543	14876
3211	60563	14858
3212	60584	14839
3213	60605	14821
3214	60623	14802
3215	60642	14783
3216	60660	14764
3217	60679	14745
3218	60697	14726
3219	60715	14707
3220	60733	14688
3221	60751	14669
